,FilmID,Tittel,Sjanger
558,565,"Age of Innocence, The (1993)",Drama
559,566,Savior (1998),Drama
560,567,That Old Feeling (1997),Comedy|Romance
561,568,My Dog Skip (1999),Comedy
562,569,"Little Princess, A (1995)",Children's|Drama
563,570,Bedrooms & Hallways (1998),Comedy|Romance
564,571,"Show, The (1995)",Documentary
565,572,Sunset Park (1996),Drama
566,573,Jury Duty (1995),Comedy
567,574,Mrs. Winterbourne (1996),Comedy|Romance
568,575,Pet Sematary II (1992),Horror
569,576,Phoenix (1998),Crime|Drama
570,577,"Gay Deceivers, The (1969)",Comedy
571,578,Kicking and Screaming (1995),Comedy|Drama
572,579,Thunderbolt and Lightfoot (1974),Action
573,580,Wings of Courage (1995),Adventure|Romance
574,581,My Man Godfrey (1936),Comedy
575,582,Nobody's Fool (1994),Drama
576,583,Message in a Bottle (1999),Romance
577,584,"Killing of Sister George, The (1968)",Drama
578,585,Buena Vista Social Club (1999),Documentary
579,586,"Blues Brothers, The (1980)",Action|Comedy|Musical
580,587,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
581,588,Peter's Friends (1992),Comedy|Drama
582,589,Curse of the Puppet Master (1998),Horror|Sci-Fi|Thriller
583,590,"Yards, The (1999)",Crime|Mystery
584,591,Star Maps (1997),Drama
585,592,Audrey Rose (1977),Horror
586,593,Mystery Men (1999),Action|Adventure|Comedy
587,594,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi
588,595,"Awfully Big Adventure, An (1995)",Drama
589,596,Endurance (1998),Documentary|Drama
590,597,"Doom Generation, The (1995)",Comedy|Drama
591,598,Georgia (1995),Drama
592,599,Cecil B. Demented (2000),Comedy
593,600,"Locusts, The (1997)",Drama
594,601,"Sound of Music, The (1965)",Musical
595,602,Gilda (1946),Film-Noir
596,603,Germinal (1993),Drama
597,604,Down by Law (1986),Comedy|Drama
598,605,Lost Horizon (1937),Drama
599,606,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
600,607,Time Masters (Les Maîtres du Temps) (1982),Animation|Sci-Fi
601,608,Rent-a-Kid (1995),Comedy
602,609,BASEketball (1998),Comedy
603,610,"Scarlet Letter, The (1995)",Drama
604,611,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
605,612,Bastard Out of Carolina (1996),Drama
606,613,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance
607,614,Secret Agent (1936),Thriller
608,615,Logan's Run (1976),Action|Adventure|Sci-Fi
609,616,"Amityville Horror, The (1979)",Horror
610,617,"Single Girl, A (La Fille Seule) (1995)",Drama
611,618,Kundun (1997),Drama
612,619,Cinderella (1950),Animation|Children's|Musical
613,620,Reservoir Dogs (1992),Crime|Thriller
614,621,Bluebeard (1944),Film-Noir|Horror
615,622,Pot O' Gold (1941),Comedy|Musical
616,623,Pushing Hands (1992),Comedy
617,624,Night Shift (1982),Comedy
618,625,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
619,626,"Blob, The (1958)",Horror|Sci-Fi
620,627,Boys Life 2 (1997),Drama
621,628,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
622,629,Besieged (L' Assedio) (1998),Drama
623,630,"Perfect Murder, A (1998)",Mystery|Thriller
624,631,L.A. Story (1991),Comedy|Romance
625,632,Batman Forever (1995),Action|Adventure|Comedy|Crime
626,633,Friday the 13th Part 3: 3D (1982),Horror
627,634,Eden (1997),Drama
628,635,Dear God (1996),Comedy
629,636,Communion (1989),Drama|Sci-Fi|Thriller
630,637,Shattered Image (1998),Drama|Thriller
631,638,"Celluloid Closet, The (1995)",Documentary
632,639,Daddy Long Legs (1919),Comedy
633,640,"Gate, The (1987)",Horror
634,641,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
635,642,Ronin (1998),Action|Crime|Thriller
636,643,Mercury Rising (1998),Action|Drama|Thriller
637,644,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi
638,645,"Kiss Me, Guido (1997)",Comedy
639,646,Color of Night (1994),Drama|Thriller
640,647,Henry V (1989),Drama|War
641,648,Psycho II (1983),Horror|Thriller
642,650,American Gigolo (1980),Drama
643,651,Widows' Peak (1994),Drama
644,652,Man of the Century (1999),Comedy
645,653,What Dreams May Come (1998),Drama|Romance
646,654,East-West (Est-ouest) (1999),Drama|Romance
647,655,"Secret Garden, The (1993)",Children|Drama
648,656,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
649,657,Immortal Beloved (1994),Drama|Romance
650,658,"Ideal Husband, An (1999)",Comedy
651,659,"Cowboy Way, The (1994)",Action|Comedy
652,660,Getting Even with Dad (1994),Comedy
653,661,Teaching Mrs. Tingle (1999),Comedy|Thriller
654,662,Creepshow (1982),Horror
655,663,Gang Related (1997),Crime
656,664,No Way Out (1987),Thriller
657,665,"Pallbearer, The (1996)",Comedy
658,666,"Jails, Hospitals & Hip-Hop (2000)",Drama
659,667,Taffin (1988),Action|Thriller
660,668,"Scorta, La (1993)",Thriller
661,669,White Boys (1999),Drama
662,670,Shadrach (1998),Drama
663,671,Jack (1996),Comedy|Drama
664,672,Creature Comforts (1990),Animation|Comedy
665,673,Striking Distance (1993),Action
666,674,Niagara (1953),Drama|Thriller
667,675,King Kong (1976),Action|Adventure|Horror
668,676,Picture Perfect (1997),Comedy|Romance
669,677,Angel Baby (1995),Drama
670,678,Iron Eagle (1986),Action|War
671,679,Psycho (1960),Horror|Thriller
672,680,"Fabulous Baker Boys, The (1989)",Drama|Romance
673,681,Manon of the Spring (Manon des sources) (1986),Drama
674,682,Iron Eagle II (1988),Action|War
675,683,"Hour of the Pig, The (1993)",Drama|Mystery
676,684,"Other Sister, The (1999)",Comedy|Drama|Romance
677,685,Peeping Tom (1960),Drama|Horror|Thriller
678,686,"Symphonie pastorale, La (1946)",Drama
679,687,Problem Child 2 (1991),Comedy
680,688,Never Cry Wolf (1983),Drama
681,689,F/X 2 (1992),Action|Crime|Thriller
682,690,For the Love of Benji (1977),Adventure|Children
683,691,Dragonheart (1996),Action|Adventure|Fantasy
684,692,All Dogs Go to Heaven 2 (1996),Animation|Children|Musical
685,693,Searching for Bobby Fischer (1993),Drama
686,694,Taxman (1999),Comedy|Drama
687,695,And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),Drama
688,696,Bound (1996),Crime|Drama|Romance|Thriller
689,697,American Pimp (1999),Documentary
690,698,"Golden Voyage of Sinbad, The (1974)",Action|Adventure
691,699,"Graduate, The (1967)",Drama|Romance
692,700,"Hi-Lo Country, The (1998)",Drama|Western
693,702,Breaking Away (1979),Drama
694,703,My Life as a Dog (Mitt liv som hund) (1985),Drama
695,704,"Last Supper, The (1995)",Drama|Thriller
696,705,Gigi (1958),Musical
697,706,Something to Sing About (1937),Comedy|Musical
698,707,"Sword in the Stone, The (1963)",Animation|Children
699,709,"Mighty, The (1998)",Drama
700,710,Bird on a Wire (1990),Action|Adventure|Romance|Thriller
701,711,Godzilla (1998),Action|Sci-Fi
702,712,Beauty and the Beast (1991),Animation|Children's|Musical
703,713,"World of Apu, The (Apur Sansar) (1959)",Drama
704,714,Air Bud (1997),Children's|Comedy
705,715,SLC Punk! (1998),Comedy|Drama
706,716,Road Trip (2000),Comedy
707,717,Two Bits (1995),Drama
708,718,Greaser's Palace (1972),Drama
709,719,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama
710,720,Homage (1995),Drama
711,721,Police Academy 4: Citizens on Patrol (1987),Comedy
712,722,Independence Day (ID4) (1996),Action|Sci-Fi|War
713,723,Wonderland (1999),Drama
714,724,Jane Eyre (1996),Drama|Romance
715,725,Easy Virtue (1927),Drama
716,726,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
717,727,Glory (1989),Action|Drama|War
718,728,"Crying Game, The (1992)",Drama|Romance|War
719,729,"Curse of Frankenstein, The (1957)",Horror
720,730,"Mod Squad, The (1999)",Action|Crime
721,731,Phantasm III: Lord of the Dead (1994),Horror
722,732,Anne Frank Remembered (1995),Documentary
723,733,"Avengers, The (1998)",Action|Adventure
724,734,Never Talk to Strangers (1995),Thriller
725,735,Take the Money and Run (1969),Comedy
726,736,"Last Time I Committed Suicide, The (1997)",Drama
727,737,Frankenstein Meets the Wolf Man (1943),Horror
728,739,Who's Harry Crumb? (1989),Comedy
729,740,Sleepy Hollow (1999),Horror|Romance
730,741,Beloved/Friend (Amigo/Amado) (1999),Drama
731,742,Trick or Treat (1986),Horror
732,743,Prom Night III: The Last Kiss (1989),Horror
733,744,My Favorite Year (1982),Comedy
734,745,Fatal Instinct (1993),Comedy
735,746,"Simple Twist of Fate, A (1994)",Drama
736,747,"Simple Wish, A (1997)",Children's|Fantasy
737,748,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
738,749,Mat' i syn (1997),Drama
739,750,"Outlaw Josey Wales, The (1976)",Western
740,751,Private School (1983),Comedy
741,752,Children of the Corn III (1994),Horror
742,753,Lake Placid (1999),Horror|Thriller
743,754,"Fistful of Dollars, A (1964)",Action|Western
744,755,Celtic Pride (1996),Comedy
745,756,Tampopo (1986),Comedy
746,757,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
747,758,Gendernauts (1999),Documentary
748,759,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
749,760,Parallel Sons (1995),Drama|Romance
750,761,American Flyers (1985),Drama
751,762,Benji the Hunted (1987),Adventure|Children
752,763,Dead Presidents (1995),Action|Crime|Drama
753,764,Tin Cup (1996),Comedy|Romance
754,765,Auntie Mame (1958),Comedy|Drama
755,766,Wing Commander (1999),Action|Sci-Fi
756,767,Marathon Man (1976),Thriller
757,768,Pacific Heights (1990),Thriller
758,769,Rain (1932),Drama
759,770,Light of Day (1987),Drama
760,771,Passion Fish (1992),Drama
761,772,Double Team (1997),Action
762,773,Anna and the King (1999),Drama|Romance
763,774,Beautiful (2000),Comedy|Drama
764,775,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
765,776,"African Queen, The (1951)",Action|Adventure|Romance|War
766,777,Slaves to the Underground (1997),Comedy|Drama
767,778,Pretty in Pink (1986),Comedy|Drama|Romance
768,779,In the Army Now (1994),Comedy|War
769,780,My Man Godfrey (1957),Comedy
770,781,Swamp Thing (1982),Horror|Sci-Fi
771,782,Bustin' Loose (1981),Comedy
772,783,Iron Eagle IV (1995),Action|War
773,784,Ashes of Time (1994),Drama
774,785,Universal Soldier: The Return (1999),Action|Sci-Fi
775,786,Airport 1975 (1974),Drama
776,787,Illtown (1996),Crime|Drama
777,788,It's My Party (1995),Drama
778,789,Lost & Found (1999),Comedy|Romance
779,790,Moonstruck (1987),Comedy
780,791,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
781,792,Mommie Dearest (1981),Drama
782,793,"Run of the Country, The (1995)",Drama
783,794,Practical Magic (1998),Drama|Romance
784,795,"Sheltering Sky, The (1990)",Drama
785,796,Downhill (1927),Drama
786,797,"Goodbye, Lover (1999)",Comedy|Crime|Thriller
787,798,Somewhere in the City (1997),Drama
788,799,Waiting to Exhale (1995),Comedy|Drama
789,800,24 7: Twenty Four Seven (1997),Comedy|Drama
790,801,Walkabout (1971),Drama
791,802,Contact (1997),Drama|Sci-Fi
792,803,Brighton Beach Memoirs (1986),Comedy
793,804,Outside Providence (1999),Comedy
794,805,For Ever Mozart (1996),Drama
795,806,"Other Side of Sunday, The (Søndagsengler) (1996)",Comedy|Drama
796,807,Night Falls on Manhattan (1997),Crime|Drama
797,808,"Gods Must Be Crazy, The (1980)",Comedy
798,809,Wisdom (1986),Action|Crime
799,810,Shadowlands (1993),Drama|Romance
800,811,"Big Chill, The (1983)",Comedy|Drama
801,812,Chicken Run (2000),Animation|Children's|Comedy
802,813,Breathless (1983),Action|Drama|Romance|Thriller
803,814,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
804,815,I Got the Hook Up (1998),Comedy
805,816,Death Wish V: The Face of Death (1994),Action|Drama
806,817,Romper Stomper (1992),Action|Drama
807,818,American Pop (1981),Animation|Musical
808,819,Century (1993),Drama
809,820,Jerry & Tom (1998),Drama
810,821,Black Dog (1998),Action|Thriller
811,822,Intimate Relations (1996),Comedy
812,823,Twister (1996),Action|Adventure|Romance|Thriller
813,824,"Odd Couple, The (1968)",Comedy
814,825,Stranger in the House (1997),Thriller
815,826,"Law, The (Le Legge) (1958)",Drama
816,827,"Fox and the Hound, The (1981)",Animation|Children
817,828,Matewan (1987),Drama
818,829,Escape from the Planet of the Apes (1971),Action|Sci-Fi
819,830,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
820,831,"Saint, The (1997)",Action|Romance|Thriller
821,832,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
822,833,One Night Stand (1997),Drama
823,834,"Good Man in Africa, A (1994)",Action|Adventure
824,835,High Art (1998),Drama|Romance
825,836,Beyond Bedlam (1993),Drama|Horror
826,837,Lilian's Story (1995),Drama
827,838,Father of the Bride Part II (1995),Comedy
828,839,House Arrest (1996),Comedy
829,840,"Bells, The (1926)",Crime|Drama
830,841,"Collectionneuse, La (1967)",Drama
831,842,I Married A Strange Person (1997),Animation
832,843,Sleepless in Seattle (1993),Comedy|Romance
833,844,"Gods Must Be Crazy II, The (1989)",Comedy
834,845,Mr. & Mrs. Smith (1941),Comedy
835,846,Eat Drink Man Woman (1994),Comedy|Drama
836,847,"Howling, The (1980)",Horror
837,848,Serial Mom (1994),Comedy|Crime|Horror
838,850,American Buffalo (1996),Drama
839,851,"Thing From Another World, The (1951)",Sci-Fi
840,852,Koyaanisqatsi (1983),Documentary|War
841,853,Crimson Tide (1995),Drama|Thriller|War
842,854,Little Big Man (1970),Comedy|Drama|Western
843,855,Stargate (1994),Action|Adventure|Sci-Fi
844,856,"Buddy Holly Story, The (1978)",Drama
845,857,Hugo Pool (1997),Romance
846,858,Digging to China (1998),Drama
847,859,Duets (2000),Comedy|Drama
848,860,Ride (1998),Drama
849,861,Radio Days (1987),Comedy|Drama
850,862,"Spiral Staircase, The (1946)",Thriller
851,863,Body Shots (1999),Drama
852,864,As Good As It Gets (1997),Comedy|Drama
853,865,Shakespeare in Love (1998),Comedy|Romance
854,867,Arguing the World (1996),Documentary
855,868,Tigerland (2000),Drama
856,869,Citizen Kane (1941),Drama
857,870,"Commitments, The (1991)",Comedy|Drama
858,871,Monsieur Verdoux (1947),Comedy
859,872,"Next Best Thing, The (2000)",Comedy|Drama
860,873,"Firm, The (1993)",Drama|Thriller
861,874,"13th Warrior, The (1999)",Action|Horror|Thriller
862,875,Romeo and Juliet (1968),Drama|Romance
863,876,"Jackal, The (1997)",Action|Thriller
864,877,Pushing Tin (1999),Comedy
865,878,"Breakfast Club, The (1985)",Comedy|Drama
866,879,From the Hip (1987),Comedy
867,880,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary
868,881,Money Train (1995),Action
869,882,Dancing at Lughnasa (1998),Drama
870,883,Blue Chips (1994),Drama
871,884,Private Parts (1997),Comedy|Drama
872,885,East of Eden (1955),Drama
873,886,Marnie (1964),Thriller
874,887,Cold Comfort Farm (1995),Comedy
875,888,Nadja (1994),Drama
876,889,Inventing the Abbotts (1997),Drama|Romance
877,890,Bram Stoker's Dracula (1992),Horror|Romance
878,891,Piranha (1978),Horror|Sci-Fi
879,892,MacKenna's Gold (1969),Western
880,894,Flipper (1996),Adventure|Children's
881,895,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's
882,896,Broadcast News (1987),Comedy|Drama|Romance
883,897,Them! (1954),Sci-Fi|Thriller|War
884,898,I Like It Like That (1994),Comedy|Drama|Romance
885,899,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Romance|Thriller
886,900,"Taking of Pelham One Two Three, The (1974)",Action
887,901,Oliver! (1968),Musical
888,902,"Endless Summer 2, The (1994)",Documentary
889,903,Late Bloomers (1996),Comedy
890,904,Halloween III: Season of the Witch (1983),Horror
891,905,Paradise Road (1997),Drama|War
892,906,"House on Haunted Hill, The (1999)",Horror
893,907,Dead Man (1995),Western
894,908,If.... (1968),Drama
895,909,Sugar Town (1999),Comedy
896,910,Breathing Room (1996),Romance
897,911,Everything You Always Wanted to Know About Sex (1972),Comedy
898,912,Born Yesterday (1950),Comedy
899,913,King of New York (1990),Action|Crime
900,914,Young and Innocent (1937),Crime|Thriller
901,915,Wild Reeds (1994),Drama
902,916,"Texas Chainsaw Massacre, The (1974)",Horror
903,917,Zachariah (1971),Western
904,918,"Place in the Sun, A (1951)",Drama|Romance
905,919,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
906,920,Nueba Yol (1995),Comedy|Drama
907,921,Jingle All the Way (1996),Adventure|Children's|Comedy
908,923,He Got Game (1998),Drama
909,924,Sixteen Candles (1984),Comedy
910,925,"Way of the Gun, The (2000)",Crime|Thriller
911,926,Prizzi's Honor (1985),Comedy|Drama|Romance
912,927,For Whom the Bell Tolls (1943),Adventure|War
913,928,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy
914,929,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama
915,930,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
916,931,"Bronx Tale, A (1993)",Drama
917,932,Highlander III: The Sorcerer (1994),Action|Sci-Fi
918,933,Earth Vs. the Flying Saucers (1956),Sci-Fi
919,934,Primal Fear (1996),Drama|Thriller
920,935,"Smile Like Yours, A (1997)",Comedy|Romance
921,936,Judy Berlin (1999),Drama
922,937,Babyfever (1994),Comedy|Drama
923,938,Here Comes Cookie (1935),Comedy
924,939,Santitos (1997),Comedy
925,940,Rude (1995),Drama
926,941,Drop Dead Fred (1991),Comedy|Fantasy
927,942,Elizabeth (1998),Drama
928,943,Disturbing Behavior (1998),Horror|Thriller
929,944,Terms of Endearment (1983),Comedy|Drama
930,945,Love and Other Catastrophes (1996),Romance
931,946,Shane (1953),Drama|Western
932,947,Jack and Sarah (1995),Romance
933,948,All Dogs Go to Heaven (1989),Animation|Children
934,949,Dudley Do-Right (1999),Children|Comedy
935,950,Cool Hand Luke (1967),Comedy|Drama
936,951,Full Speed (1996),Drama
937,952,Polish Wedding (1998),Comedy
938,953,Nighthawks (1981),Action|Drama
939,954,Dead Man on Campus (1998),Comedy
940,955,Stars and Bars (1988),Comedy
941,956,Pajama Party (1964),Comedy
942,957,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller
943,958,Forces of Nature (1999),Comedy|Romance
944,959,"Bone Collector, The (1999)",Thriller
945,960,Black Tar Heroin: The Dark End of the Street (1999),Documentary
946,961,"House of the Spirits, The (1993)",Drama|Romance
947,962,Velvet Goldmine (1998),Drama
948,963,Cobra (1925),Drama
949,964,Twin Falls Idaho (1999),Drama
950,965,Love & Human Remains (1993),Comedy
951,966,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
952,967,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
953,968,Universal Soldier (1992),Action|Sci-Fi
954,969,"Lay of the Land, The (1997)",Comedy|Drama
955,970,"Glass Bottom Boat, The (1966)",Comedy|Romance
956,971,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
957,972,Aiqing wansui (1994),Drama
958,973,Goya in Bordeaux (Goya en Bodeos) (1999),Drama
959,974,Cops and Robbersons (1994),Comedy
960,975,Mimic (1997),Sci-Fi|Thriller
961,976,"King of Marvin Gardens, The (1972)",Crime|Drama
962,977,That Darn Cat! (1965),Children's|Comedy|Mystery
963,978,"Cradle Will Rock, The (1999)",Drama
964,979,Saving Private Ryan (1998),Action|Drama|War
965,980,Big Daddy (1999),Comedy
966,981,"Stars Fell on Henrietta, The (1995)",Drama
967,982,Higher Learning (1995),Drama
968,983,Metroland (1997),Comedy|Drama
969,984,Blue Collar (1978),Crime|Drama
970,985,Rebecca (1940),Romance|Thriller
971,986,Pharaoh's Army (1995),War
972,987,Never Met Picasso (1996),Romance
973,988,Angel Heart (1987),Film-Noir|Mystery|Thriller
974,989,Master Ninja I (1984),Action
975,990,"Negotiator, The (1998)",Action|Thriller
